// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// rAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x1685,100,868,480,120,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,0x1973,120,500,672,480,92100,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// Lunar New Year 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

// iRO St. Patricks Day 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1

//Old Glast Heim
2464,MG_ZOMBIE,Corrupted Steward,Corrupted Steward,130,135600,1,13332,15998,1,1263,1774,15,15,44,22,77,25,88,22,10,12,1,1,29,0x3885,400,912,912,288,0,0,0,0,0,0,0,727,500,938,1000,6608,10,6609,1000,6610,1000,0,0,0,0,0,0,0,0,0,0
2465,MG_WRAITH,Corrupted Monk ,Corrupted Monk ,133,100168,1,13998,16796,1,943,1311,80,200,16,26,30,115,79,5,10,12,2,1,89,0x3695,300,576,576,240,0,0,0,0,0,0,0,731,2100,747,500,2206,100,6608,10,6609,1000,6610,1000,0,0,0,0,0,0,0,0
2466,MG_GHOUL,Grand Chamberlain in Pain,Grand Chamberlain in Pain,132,208100,1,14222,17066,1,1785,2567,30,30,88,44,88,21,95,44,10,12,1,1,49,0x3885,250,912,912,504,0,0,0,0,0,0,0,756,100,2609,100,6608,10,7751,1000,6609,1000,6610,1000,0,0,0,0,0,0,0,0
2467,MG_ARCLOUSE,Maggot,Maggot,133,80811,1,22,26,1,1650,2425,121,36,60,103,45,35,172,15,10,12,0,4,42,0x3195,100,500,500,480,0,0,0,0,0,0,0,997,100,1096,3000,6608,10,6609,1000,6610,1000,0,0,0,0,0,0,0,0,0,0
2468,MG_RAYDRIC,Corrupted Palace Guard,Corrupted Palace Guard,135,184080,1,16306,6944,1,2100,2920,89,15,159,87,66,33,106,27,10,12,1,1,47,0x3095,150,780,780,420,0,0,0,0,0,0,0,985,50,2316,200,6608,10,7054,3000,6610,1000,6609,1000,6609,1000,0,0,0,0,0,0
2469,MG_RAYDRIC_ARCHER,Wandering Archer,Wandering Archer,136,144370,1,14248,9378,9,2453,3548,63,40,53,24,40,15,156,30,10,12,1,1,47,0x2185,200,1152,1152,480,0,0,0,0,0,0,0,985,50,2330,200,6608,10,7054,3000,6609,1000,6610,1000,0,0,0,0,0,0,0,0
2470,MG_KNIGHT_OF_ABYSS,Corrupted Abysmal Knight,Corrupted Abysmal Knight,142,225789,1,18584,16576,2,3597,5200,102,50,121,55,99,70,126,37,10,12,2,1,87,0x3695,300,1500,500,1000,0,0,0,0,0,0,0,1004,10,1064,5000,2341,200,6608,50,6609,3000,6610,2000,0,0,0,0,0,0,0,0
2471,MG_KHALITZBURG,Suffering Khalitzburg,Suffeting Khalitzburg,143,236851,1,17542,14662,1,3312,4782,125,10,121,142,55,81,105,32,10,12,2,1,29,0x3695,350,528,1000,396,0,0,0,0,0,0,0,985,50,1004,10,1110,300,6608,50,6609,3000,6610,2000,0,0,0,0,0,0,0,0
2472,MG_BLOODY_KNIGHT,Bloody Knight,Bloody Knight,143,246751,1,20448,21882,3,5810,8345,122,300,132,55,89,151,137,45,10,12,2,1,87,0x3695,250,528,528,192,0,0,0,0,0,0,0,1157,100,1160,100,6608,50,7054,3000,6609,3000,6610,2000,0,0,0,0,0,0,0,0
2473,MG_M_UNDEAD_KNIGHT,1st Commander of Destruction,1st Commander of Destruction,145,950033,0,160018,135184,2,3020,4265,80,150,165,82,110,122,154,52,14,16,1,1,49,0x37B5,170,860,384,288,0,0,0,0,0,0,0,1163,100,1191,10,1464,200,6608,50,0,0,0,0,0,0,0,0,0,0,0,0
2474,MG_F_UNDEAD_KNIGHT,2nd Commander of Destruction,2nd Commander of Destruction,145,848011,0,159672,120398,2,2790,3990,80,180,155,88,110,135,154,59,14,16,1,1,89,0x37B5,230,770,384,288,0,0,0,0,0,0,0,1145,50,1163,100,6608,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,MG_CORRUPTION_ROOT,Corrupted Soul,Root of Corruption,150,1820000,1,44997,90423,3,3625,5000,333,333,201,20,90,201,201,20,14,12,2,6,62,0x1A4,170,670,670,480,120060,617,2500,0,0,0,0,607,10000,617,10000,616,5000,2854,1000,7566,10000,0,0,0,0,0,0,0,0,4603,1
2476,MG_AMDARAIS,Amdarias,Amdarias,150,4290000,1,47283,99851,3,4810,6885,30,40,225,39,90,169,166,20,10,12,2,1,89,0x37B5,200,1152,1152,576,37144,617,2500,0,0,616,2000,1004,10000,607,10000,616,5000,1186,100,617,10000,0,0,0,0,0,0,0,0,4601,1

//Geffen Magic Tournament
2549,GEFFEN_MAGE_1,Arhi,Aruhi,90,100000,1,8900,4500,1,329,424,64,38,50,50,50,50,130,50,10,12,1,7,20,133,200,1564,864,576,0,0,0,0,0,0,0,2355,400,1621,475,969,1,2116,450,2521,600,608,1,610,7500,5125,650,0,0,2420,500
2550,GEFFEN_MAGE_2,Dio Anemos,Dio Anemos,95,200000,1,9440,4430,1,478,649,129,18,40,40,50,80,130,60,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,2613,500,2610,1000,969,475,2611,1150,2964,1,505,9850,505,1350,0,0,0,0,0,0
2551,GEFFEN_MAGE_3_1,Geffen Shoplifter,Geffen Shoplifter,100,300000,1,9780,3665,1,478,632,93,36,70,70,40,40,140,60,10,12,1,7,20,133,150,671,300,300,0,0,0,0,0,0,0,1723,660,13026,1,726,9950,1238,450,2718,610,721,10000,723,10000,0,0,0,0,0,0
2552,GEFFEN_MAGE_3_2,Geffen Bully,Geffen Bully,100,300000,1,9780,3664,1,478,632,93,36,70,70,40,40,140,60,10,12,1,7,20,133,200,671,500,399,0,0,0,0,0,0,0,0,0,1387,125,732,5750,0,0,0,0,536,9000,554,10000,0,0,0,0,0,0
2553,GEFFEN_MAGE_3_3,Geffen Assassin,Geffen Assassin,100,300000,1,9780,3665,1,478,632,93,36,60,80,30,30,140,70,10,12,1,7,20,133,200,671,500,399,0,0,0,0,0,0,0,0,0,0,0,7219,10000,0,0,0,0,2331,1,2523,1,0,0,0,0,0,0
2554,GEFFEN_MAGE_4,Faymont,Faymont,105,400000,1,11660,4370,1,477,633,114,21,60,60,60,60,140,60,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,0,0,2242,1000,1528,260,2718,1,0,0,717,10000,969,4000,0,0,0,0,0,0
2555,GEFFEN_MAGE_5,Ordre,Ordre,110,600000,1,15610,4861,1,654,906,107,21,40,70,40,100,150,60,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,0,0,1664,250,717,1,12089,5525,0,0,505,10000,679,2350,0,0,0,0,0,0
2556,GEFFEN_MAGE_6,Blut Hase,Blut Hase,120,1000000,1,20560,10010,1,408,601,66,47,120,120,120,50,150,60,10,12,1,7,48,133,200,671,500,300,0,0,0,0,0,0,0,0,0,2607,1,2214,1,7024,10000,0,0,1481,1,2185,1,0,0,0,0,0,0
2557,GEFFEN_MAGE_7,Kuro Akuma,Kuro Akuma,130,1200000,1,26100,12030,1,761,1026,125,10,100,100,100,100,300,100,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,0,0,13301,1,13300,1,13303,1,0,0,608,1,7024,10000,0,0,0,0,0,0
2558,GEFFEN_MAGE_8,Ifodes,Ifodes,140,1400000,1,46150,18900,1,676,869,120,60,150,100,100,50,300,100,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,12083,1,969,1,714,1,2506,1,0,0,607,1,608,1,0,0,0,0,0,0
2559,GEFFEN_MAGE_9,Licheni,Licheni,145,1600000,1,52060,24105,1,763,1048,140,57,50,100,90,200,220,75,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,0,0,2186,1,2185,1,2608,1,0,0,523,1,717,1,0,0,0,0,0,0
2560,GEFFEN_MAGE_10,Odoric,Odoric,150,2000000,1,60027,40237,1,950,1250,165,62,200,150,50,50,250,100,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,0,0,12013,1,1976,1,0,0,0,0,607,1,1761,1,0,0,0,0,0,0
2561,GEFFEN_MAGE_11,Ju,Ju,155,5000000,1,75335,52130,1,1045,1465,170,65,50,100,100,200,300,100,10,12,1,7,20,133,200,671,500,300,0,0,0,0,0,0,0,1025,1,717,1,716,1,969,1,2186,1,607,1,608,1,15073,1,0,0,0,0
